division_numeric_code,start_date,end_date,is_in_union,age_range,data_series_type,group_type_relative_to_baseline,contraceptive_use_modern,contraceptive_use_traditional,contraceptive_use_all,unmet_need_for_modern_methods,unmet_need_for_any_method,is_pertaining_to_methods_used_since_last_pregnancy,pertaining_to_methods_used_since_last_pregnancy_reason,has_geographical_region_bias,geographical_region_bias_reason,has_non_pregnant_and_other_positive_biases,non_pregnant_and_other_positive_biases_reason,age_group_bias,modern_method_bias,has_traditional_method_bias,traditional_method_bias_reason,has_absence_of_probing_questions_bias,se_modern,se_traditional,se_unmet_need,se_log_r_modern_no_use,se_log_r_traditional_no_use,se_log_r_unmet_no_need,source_id,record_id
508,2008.583618,2008.915039,Y,15-49,MICS,MW,0.1465121,0.015407306,,0.015407306,,N,,N,,N,,None,None,N,,Y,0.005957066,0.002062867,0,0.048549233,0.138083457,,4871,Y_1339
422,2009.199951,2009.953369,Y,15-49,Other,MW,0.4680000,0.077,,0.077,,N,,N,,N,,None,None,N,,N,,,,,,,4872,Y_1340
24,2008.394531,2009.493164,Y,15-49,National survey,MW,0.1168422,0.083157837,,0.083157837,,N,,N,,N,,None,None,N,,N,,,,,,,4873,Y_1341
604,1969,1971,Y,15-49,Other,MW,0.1000000,0.16,,0.16,,N,,N,,N,,None,None,N,,N,,,,,,,4881,Y_1342
887,1979,1980,Y,15-49,Other,MW,0.0160000,0.001,,0.001,,N,,Y,Data pertain to the Yemen Arab Republic.,Y,,?,None,N,,N,,,,,,,4889,Y_1343
170,2009.832886,2010.912354,Y,15-49,DHS,MW,0.7287620,0.061107783,,,0.081367566,N,,N,,N,,None,None,N,,N,0.00348778,0.001873209,0.002113544,0.019562804,0.036153692,0.034174772,4945,Y_1344
426,2009.747925,2010.082153,Y,15-49,DHS,MW,0.4562332,0.014054864,,,0.232786722,N,,N,,N,,None,None,N,,N,0.01088227,0.002245399,0.008719281,0.04351837,0.16004459,0.056131502,4947,Y_1345
626,2009.580811,2010.158936,Y,15-49,DHS,MW,0.2066931,0.016589282,,,0.314811969,N,,N,,N,,None,None,N,,N,,,,,,,4948,Y_1346
222,2008.249268,2008.665771,Y,15-49,Other,MW,0.6620000,0.063,,,0.184,N,,N,,N,,?,None,N,,N,,,,,,,4949,Y_1347
108,2010.580811,2011.082153,Y,15-49,DHS,MW,0.1773442,0.041313931,,,0.32403714,N,,N,,N,,None,None,N,,N,0.007194402,0.003155471,0.007582757,0.049687088,0.080369289,0.037287937,4950,Y_1348
116,2010.49585,2011.082153,Y,15-49,DHS,MW,0.3487330,0.156662019,,,0.169492875,N,,N,,N,,None,None,N,,N,0.007360771,0.00599598,0.005111445,0.032875439,0.046260013,0.036938882,4951,Y_1349
454,1996.416382,1996.832886,Y,15-49,DHS,MW,0.1440000,0.075,,0.075,,N,,N,,N,,None,None,N,,N,,,,,,,4952,Y_1350
250,2004.786255,2005.115112,Y,15-49,Other,MW,0.7480000,0.017,,,0.017,N,,N,,N,,None,+,N,,N,,,,,,,4953,Y_1351
288,2005.665771,2006.745239,Y,15-49,Other,AL,0.1680000,0.074,,0.074,,N,,N,,N,,None,None,N,,N,,,,,,,4954,Y_1352
56,1966,1967,Y,15-49,National survey,MW,0.1080000,0.612,,0.612,,N,,Y,Data pertain to the Flemish population only.,N,,+,+,N,,N,,,,,,,4955,Y_1353
56,1975,1977,Y,15-49,National survey,MW,0.4785000,0.3915,,0.3915,,N,,Y,Data pertain to the Flemish population only.,N,,+,+,N,,N,,,,,,,4956,Y_1354
56,2001,2002,Y,15-49,National survey,AL,0.5810951,0.011581242,,0.011581242,,N,,N,,N,,-,None,N,,N,,,,,,,4957,Y_1355
56,1997,1998,Y,15-49,National survey,SA,0.5560000,0.008,,0.008,,N,,N,,N,,-,None,N,,N,,,,,,,4958,Y_1356
56,2004,2005,Y,15-49,National survey,AL,0.5930000,0.012,,0.012,,N,,N,,N,,None,None,N,,N,,,,,,,4959,Y_1357
100,1976.835571,1977,Y,15-49,National survey,MW,0.0600000,0.691,,0.691,,N,,N,,N,,?,None,N,,N,,,,,,,4961,Y_1358
124,1998,1999,Y,15-49,National survey,MW,,,0.8,,,N,,N,,N,,?,None,N,,N,,,,,,,4962,Y_1359
156,2006,2007,Y,15-49,Other,MW,0.8400000,0.006,,0.006,,N,,N,,N,,None,None,N,,N,,,,,,,4963,Y_1360
344,1967,1968,Y,15-49,National survey,MW,,,0.42,,,N,,N,,N,,?,None,N,,N,,,,,,,4964,Y_1361
344,1977,1978,Y,15-49,National survey,MW,,,0.719,,,N,,N,,N,,None,None,N,,N,,,,,,,4965,Y_1362
184,1999,2000,Y,15-49,National survey,MW,,,0.494,,,N,,N,,N,,None,None,N,,N,,,,,,,4966,Y_1363
180,1982,1985,Y,15-49,Other,MW,0.0440000,0.214,,0.214,,N,,N,,N,,None,None,N,,N,,,,,,,4969,Y_1364
724,1977.832886,1977.997314,Y,15-49,Other,MW,0.1860000,0.258,,0.258,,N,,N,,N,,+,None,N,,N,,,,,,,4970,Y_1365
702,1973,1974,Y,15-49,National survey,MW,0.5280000,0.073,,0.073,,N,,N,,N,,?,None,N,,N,,,,,,,4971,Y_1366
702,1977,1978,Y,15-49,National survey,MW,0.6280000,0.085,,0.085,,N,,N,,N,,?,None,N,,N,,,,,,,4972,Y_1367
643,2004,2005,Y,15-49,Other,MW,0.5660000,0.119,,0.119,,N,,N,,N,,+,+,N,,N,,,,,,,4974,Y_1368
643,2007,2008,Y,15-49,Other,MW,0.5150000,0.115,,0.115,,N,,N,,N,,+,-,N,,N,,,,,,,4975,Y_1369
882,1998,1999,Y,15-49,National survey,AL,0.2315250,0.013475,,0.013475,,N,,N,,N,,None,None,N,,N,,,,,,,4976,Y_1370
703,1997,1998,Y,15-49,Other,AL,0.6560000,0.142,,0.142,,N,,N,,Y,,?,None,N,,N,,,,,,,4977,Y_1371
410,2005,2006,Y,15-49,National survey,MW,,,0.802,,,N,,N,,N,,+,None,N,,N,,,,,,,4979,Y_1372
410,2009,2010,Y,15-49,National survey,MW,,,0.8,,,N,,N,,N,,?,None,N,,N,,,,,,,4980,Y_1373
300,2001.747925,2001.830078,Y,15-49,Other,SA,0.4590000,0.303,,0.303,,N,,N,,N,,?,None,N,,N,,,,,,,4981,Y_1374
348,1958,1959,Y,15-49,Other,MW,0.1800000,0.4,,0.4,,N,,N,,N,,?,None,N,,N,,,,,,,4982,Y_1375
4,2010.747925,2011.411011,Y,15-49,MICS,MW,0.2020823,0.010312841,,0.010312841,,N,,N,,N,,None,None,N,,Y,0.006912198,0.001169834,0,0.043237573,0.116610939,,4983,Y_1376
12,2012.80542,2013.082153,Y,15-49,MICS,MW,0.4787688,0.092448592,,,0.07,N,,N,,N,,None,None,N,,Y,0.005820653,0.00446648,0,0.022541823,0.053498578,,4984,Y_1377
32,2011.665771,2012.082153,Y,15-49,MICS,AL,0.5345983,0.019793831,,0.019793831,,N,,N,,N,,None,None,N,,Y,,,,,,,4985,Y_1378
52,2012.331543,2012.832886,Y,15-49,MICS,MW,0.5538457,0.038222754,,,0.199,N,,N,,N,,None,None,N,,Y,0.018548752,0.006588875,0.017118297,0.074662156,0.177255487,0.124255671,4986,Y_1379
112,2012.238403,2012.501343,Y,15-49,MICS,MW,0.5193333,0.111245755,,,0.07,N,,N,,N,,None,None,N,,Y,0.010676314,0.006064029,0.007066456,0.045990601,0.065919728,0.068141451,4987,Y_1380
84,2011.446533,2011.591797,Y,15-49,MICS,MW,0.5198318,0.031736813,,,0.159,N,,N,,N,,None,None,N,,Y,0.013150234,0.00361143,0.00883782,0.054088398,0.121308024,0.064319466,4988,Y_1381
64,2010.246582,2010.643799,Y,15-49,MICS,MW,0.6538393,0.002201704,,,0.117,N,,N,,N,,None,None,N,,Y,0.0065213,6.02E-04,0.005781274,0.028619376,0.271710608,0.049946915,4989,Y_1382
70,2011.832886,2012.246582,Y,15-49,MICS,MW,0.1213810,0.338793308,,,0.09,N,,N,,N,,None,None,N,,Y,0.00866379,0.016170126,0.015785717,0.092701974,0.080439141,0.074781143,4990,Y_1383
140,2010.471191,2011.016479,Y,15-49,MICS,MW,0.1133153,0.038489059,,,0.27,N,,N,,N,,None,None,N,,Y,0.006429674,0.00343182,0.007304536,0.064462631,0.093542867,0.03432497,4991,Y_1384
148,2010.115112,2010.411011,Y,15-49,MICS,MW,0.0438115,0.004468674,,,0.283,N,,N,,N,,None,None,N,,Y,0.003858408,8.08E-04,0.009523538,0.092278807,0.182517993,0.040242663,4992,Y_1385
188,2011.734253,2011.904053,Y,15-49,MICS,MW,0.7473980,0.015079882,,,0.076,N,,N,,N,,None,None,N,,Y,0.013347124,0.003341101,0.008872812,0.09493809,0.247184682,0.137632978,4993,Y_1386
192,2010.832886,2011.32605,Y,15-49,MICS,MW,0.7317532,0.011401701,,,0.091,N,,N,,N,,None,None,N,,Y,0.013044411,0.00251741,0.00896716,0.067251521,0.225554761,0.111683531,4994,Y_1387
180,2010.104126,2010.315063,Y,15-49,MICS,MW,0.0660087,0.111223227,,,0.242,N,,N,,N,,None,None,N,,Y,0.004749029,0.007069608,0.009596024,0.081034757,0.074310344,0.045682382,4996,Y_1388
270,2010.246582,2010.662964,Y,15-49,MICS,MW,0.1024389,0.030446242,,,0.215,N,,N,,N,,None,None,N,,Y,,,,,,,4998,Y_1389
288,2011.665771,2011.997314,Y,15-49,MICS,MW,0.2480882,0.098909584,,,0.264,N,,N,,N,,None,None,N,,Y,0.007784882,0.006744481,0.008426143,0.044208103,0.079397928,0.042768632,5000,Y_1390
624,2010.191772,2010.523315,Y,15-49,MICS,MW,0.1310000,0.011,,,0.06,N,,N,,N,,None,None,N,,Y,,,,,,,5002,Y_1391
398,2010.832886,2011.082153,Y,15-49,MICS,MW,0.4974019,0.01255842,,,0.116,N,,N,,N,,None,None,N,,Y,0.006264119,0.001381139,0.004947878,0.025401803,0.112924468,0.037476097,5006,Y_1392
466,2009,2011,Y,15-49,MICS,MW,0.0900279,0.007961423,,0.007961423,,N,,N,,N,,None,None,N,,Y,0.003416098,8.53E-04,0.004558355,0.041831802,0.108518124,0.021758665,5011,Y_1393
478,2011.468506,2011.769897,Y,15-49,MICS,MW,0.0454849,0.013974423,,,0.311,N,,N,,N,,None,None,N,,Y,0.003443525,0.00183102,0.006811133,0.07838077,0.132696067,0.030221725,5012,Y_1394
498,2012.293091,2012.49585,Y,15-49,MICS,MW,0.4231697,0.171380949,,,0.095,N,,N,,N,,None,None,N,,Y,0.009236791,0.007290356,0.006868869,0.039914773,0.053178688,0.05958789,5013,Y_1395
496,2010.588989,2010.627441,Y,15-49,MICS,MW,0.5043323,0.044726874,,,0.223,N,,N,,N,,None,None,N,,Y,0.008468862,0.003239174,0.006749982,0.034344932,0.076716665,0.051503146,5014,Y_1396
499,2013.161621,2013.411011,Y,15-49,MICS,MW,0.1535660,0.078454957,,,0.21816806,N,,N,,N,,None,None,N,,Y,0.013522057,0.012271841,0.011551346,0.104695774,0.170874534,0.066330326,5015,Y_1397
104,2009.747925,2010.243896,Y,15-49,MICS,EM,0.4580000,0.003,,0.003,,N,,N,,N,,None,None,N,,Y,,,,,,,5016,Y_1398
566,2011.084961,2011.243896,Y,15-49,MICS,MW,0.1149079,0.0605653,,,0.189,N,,N,,N,,None,None,N,,Y,0.004074011,0.003064491,0.00471998,0.041299421,0.055513442,0.026998382,5018,Y_1399
275,2010.49585,2010.745239,Y,15-49,MICS,MW,0.4141292,0.111103217,,,0.156,N,,N,,N,,None,None,N,,Y,0.005262625,0.003460518,0.004047092,0.023141928,0.038747078,0.031152441,5019,Y_1400
591,2013,2014,Y,15-49,MICS,MW,0.6029532,0.025358488,,,0.182121397,N,,N,,N,,None,None,N,,Y,0.014025004,0.003125971,0.010225838,0.060324955,0.131501847,0.085824388,5023,Y_1401
688,2010.832886,2010.997314,Y,15-49,MICS,MW,0.2221683,0.386183719,,,0.066,N,,N,,N,,None,None,N,,Y,0.009703642,0.012474975,0,0.062283156,0.058327561,,5024,Y_1402
694,2010.747925,2010.997314,Y,15-49,MICS,MW,0.1019829,0.008143279,,,0.274,N,,N,,N,,None,None,N,,Y,0.005351173,0.001207341,0.007136864,0.05863273,0.150303648,0.035161192,5025,Y_1403
662,2011,2013,Y,15-49,MICS,MW,0.5243292,0.030390227,,,0.17,N,,N,,N,,None,None,N,,Y,0.020917396,0.007175845,0.018794647,0.085902167,0.249436421,0.128419639,5027,Y_1404
740,2010.523315,2010.553467,Y,15-49,MICS,MW,0.4718179,0.004211842,,,0.169,N,,N,,N,,None,None,N,,Y,0.010705303,0.001248312,0.009213605,0.043728666,0.300110316,0.052306238,5030,Y_1405
748,2010.610962,2010.904053,Y,15-49,MICS,MW,0.6312384,0.020672571,,,0.13,N,,N,,N,,None,None,N,,Y,0.01136752,0.003210051,0.009320045,0.052738061,0.175669648,0.082279413,5031,Y_1406
764,2012.668457,2012.915039,Y,15-49,MICS,MW,0.7695125,0.023237384,,,0.069,N,,N,,N,,None,None,N,,Y,0.006840844,0.001878563,0.004545807,0.040739758,0.088221578,0.057798805,5034,Y_1407
807,2011.082153,2011.246582,Y,15-49,MICS,MW,0.1299253,0.273845636,,,0.172,N,,N,,N,,None,None,N,,Y,0.008351627,0.012765125,0.012221732,0.079221247,0.068165776,0.056240651,5035,Y_1408
768,2010.679443,2010.841064,Y,15-49,MICS,MW,0.1353454,0.016414112,,,0.372,N,,N,,N,,None,None,N,,Y,0.007584247,0.00240758,0.010193327,0.064931348,0.149442857,0.043171625,5036,Y_1409
780,2011.810913,2011.841064,Y,15-49,MICS,MW,0.3760000,0.027,,,0.243,N,,N,,N,,None,None,N,,Y,,,,,,,5037,Y_1410
788,2011.915039,2012.328735,Y,15-49,MICS,MW,0.5089651,0.11627548,,,0.07,N,,N,,N,,None,None,N,,Y,0.009232081,0.006653983,0.006742093,0.039991655,0.070016536,0.068159458,5038,Y_1411
804,2012.742432,2013,Y,15-49,MICS,MW,0.4763273,0.178261375,,,0.049,N,,N,,N,,None,None,N,,Y,0.012786015,0.010117355,0.007428785,0.063342241,0.084859912,0.084407138,5040,Y_1412
704,2010.909546,2011.068481,Y,15-49,MICS,MW,0.6007619,0.176987763,,,0.043,N,,N,,N,,None,None,N,,Y,0.007476024,0.005879916,0.003670397,0.034161251,0.044333335,0.065998612,5043,Y_1413
716,2009.298584,2009.408203,Y,15-49,MICS,MW,0.6394894,0.010001697,,0.010001697,,N,,N,,N,,None,None,N,,Y,0.006976627,0.00151821,0,0.030588091,0.154958022,,5044,Y_1414
4,2010.246582,2010.997314,Y,15-49,National survey,MW,0.1990000,0.019,,0.019,,N,,Y,Excluding areas in the South zone.,N,,None,None,N,,N,,,,,,,5045,Y_1415
51,2010.747925,2010.997314,Y,15-49,DHS,MW,0.2681557,0.280714821,,,0.134910558,N,,N,,N,,None,None,N,,N,0.013475088,0.010667985,0.008244419,0.07499327,0.058107057,0.072350098,5046,Y_1416
50,2011.49585,2011.997314,Y,15-49,DHS,MW,0.5205130,0.091613759,,,0.134735596,N,,N,,N,,None,None,N,,N,0.005521121,0.00309957,0.003462964,0.023031652,0.038736759,0.031618065,5048,Y_1417
178,2011.665771,2012.161621,Y,15-49,DHS,MW,0.1998791,0.247452994,,,0.183623492,N,,N,,N,,None,None,N,,N,,,,,,,5050,Y_1418
226,2011.49585,2011.912354,Y,15-49,DHS,MW,0.0960000,0.03,,,0.338,N,,N,,N,,None,None,N,,N,,,,,,,5052,Y_1419
231,2010.915039,2011.411011,Y,15-49,DHS,MW,0.2733696,0.01277094,,,0.262929979,N,,N,,N,,None,None,N,,N,0.011218496,0.00213462,0.008205342,0.056990263,0.171690655,0.040876514,5053,Y_1420
266,2012,2012.413696,Y,15-49,DHS,MW,0.1941698,0.117279057,,,0.264567971,N,,N,,N,,None,None,N,,N,,,,,,,5054,Y_1421
340,2011.665771,2012.580811,Y,15-49,DHS,MW,0.6384558,0.093830656,,,0.105793157,N,,N,,N,,None,None,N,,N,0.00527541,0.003143788,0.0031975,0.02469287,0.039919173,0.039351398,5056,Y_1422
418,2011.665771,2012.161621,Y,15-49,MICS,MW,0.4266805,0.069781488,,,0.199308731,N,,N,,N,,None,None,N,,Y,0.006549734,0.002752868,0.004612437,0.028212915,0.045222128,0.026976573,5062,Y_1423
508,2011.413696,2011.912354,Y,15-49,DHS,MW,0.1133755,0.002969969,,,0.238955899,N,,N,,N,,None,None,N,,N,0.004777867,5.94E-04,0.00606519,0.047577623,0.200907076,0.034308753,5064,Y_1424
524,2011,2011.493164,Y,15-49,DHS,MW,0.4315256,0.065402555,,,0.275437843,N,,N,,N,,None,None,N,,N,0.010855757,0.004366085,0.007594782,0.045691911,0.073937731,0.048118458,5065,Y_1425
646,2010.665771,2011.243896,Y,15-49,DHS,MW,0.4450373,0.070796006,,,0.208001766,N,,N,,N,,None,None,N,,N,0.007206557,0.003310065,0.005667876,0.029843429,0.051340477,0.038818259,5066,Y_1426
762,2012.498657,2012.747925,Y,15-49,DHS,MW,0.2584164,0.020825843,,,0.228634395,N,,N,,N,,None,None,N,,N,0.008106786,0.002468149,0.007121427,0.042438391,0.121261381,0.043293262,5070,Y_1427
768,2013.832886,2014.32605,Y,15-49,DHS,MW,0.1726685,0.025916755,,,0.336058271,N,,N,,N,,None,None,N,,N,0.006688796,0.002758192,0.007120784,0.04748735,0.110856527,0.031253524,5071,Y_1428
800,2011.413696,2011.997314,Y,15-49,DHS,MW,0.2602921,0.039894892,,,0.342657729,N,,N,,N,,None,None,N,,N,,,,,,,5072,Y_1429
716,2010.665771,2011.243896,Y,15-49,DHS,MW,0.5725861,0.012736825,,,0.145691945,N,,N,,N,,None,None,N,,N,0.008949919,0.001859847,0.005411895,0.036608363,0.147840937,0.045370061,5073,Y_1430
28,1988,1989,Y,15-49,Other,MW,,,0.526,,,N,,N,,Y,,?,None,N,,N,,,,,,,5083,Y_1431
51,1991,1992,Y,15-49,Other,MW,0.2520000,0.308,,0.308,,N,,Y,Data pertain to Yerevan.,N,,?,None,N,,N,,,,,,,5084,Y_1432
344,2007,2008,Y,15-49,National survey,MW,,,0.795,,,N,,N,,N,,None,None,N,,N,,,,,,,5087,Y_1433
208,1970,1971,Y,15-49,Other,MW,0.5400000,0.13,,0.13,,N,,N,,N,,?,None,N,,N,,,,,,,5088,Y_1434
208,1975.246582,1975.32605,Y,15-49,Other,MW,0.5990000,0.031,,0.031,,N,,N,,N,,+,None,N,,N,,,,,,,5089,Y_1435
818,1974,1976,Y,15-49,Other,MW,0.2240000,0.024,,0.024,,N,,N,,N,,None,None,N,,N,,,,,,,5092,Y_1436
246,1971,1972,Y,15-49,Other,EM,0.5390000,0.231,,0.231,,N,,N,,N,,?,None,N,,N,,,,,,,5093,Y_1437
246,1977.161621,1977.493164,Y,15-49,Other,EM,0.7720000,0.028,,0.028,,N,,N,,N,,+,None,N,,N,,,,,,,5094,Y_1438
250,1971,1972,Y,15-49,Other,EM,0.2090000,0.431,,0.431,,N,,N,,N,,?,None,N,,N,,,,,,,5095,Y_1439
348,1965,1967,Y,15-49,Other,MW,0.1850000,0.481,,0.481,,N,,N,,N,,?,None,N,,N,,,,,,,5099,Y_1440
348,1974,1975,Y,15-49,Other,MW,0.4400000,0.3,,0.3,,N,,N,,N,,?,None,N,,N,,,,,,,5100,Y_1441
348,1975,1976,Y,15-49,Other,MW,0.5200000,0.24,,0.24,,N,,N,,N,,?,None,N,,N,,,,,,,5101,Y_1442
360,1973,1974,Y,15-49,Other,MW,0.0720000,0.014,,0.014,,N,,N,,N,,None,None,N,,N,,,,,,,5103,Y_1443
364,1995,1996,Y,15-49,Other,MW,0.5360000,0.192,,0.192,,N,,N,,N,,None,None,N,,N,,,,,,,5104,Y_1444
364,1993,1994,Y,15-49,Other,MW,0.4920000,0.186,,0.186,,N,,N,,N,,None,None,N,,N,,,,,,,5105,Y_1445
372,2003.49585,2004.328735,Y,15-49,National survey,MW,0.6738095,0.063095238,,0.063095238,,N,,N,,N,,+,None,N,,N,,,,,,,5110,Y_1446
388,1979,1980,Y,15-49,Other,MW,0.5420000,0.007,,0.007,,N,,N,,N,,?,None,N,,N,,,,,,,5112,Y_1447
392,1950,1951,Y,15-49,Other,MW,0.1420000,0.103,,0.103,,N,,N,,N,,None,None,N,,N,,,,,,,5113,Y_1448
392,1952,1953,Y,15-49,Other,MW,0.2350000,0.143,,0.143,,N,,N,,N,,None,None,N,,N,,,,,,,5114,Y_1449
392,1955,1956,Y,15-49,Other,MW,0.3020000,0.199,,0.199,,N,,N,,N,,None,None,N,,N,,,,,,,5115,Y_1450
392,1957,1958,Y,15-49,Other,MW,0.3610000,0.226,,0.226,,N,,N,,N,,None,None,N,,N,,,,,,,5116,Y_1451
392,1959,1960,Y,15-49,Other,MW,0.4020000,0.262,,0.262,,N,,N,,N,,None,None,N,,N,,,,,,,5117,Y_1452
392,1961,1962,Y,15-49,Other,MW,0.3920000,0.24,,0.24,,N,,N,,N,,None,None,N,,N,,,,,,,5118,Y_1453
392,1963,1964,Y,15-49,Other,MW,0.4380000,0.213,,0.213,,N,,N,,N,,None,None,N,,N,,,,,,,5119,Y_1454
392,1965,1966,Y,15-49,Other,MW,0.5410000,0.275,,0.275,,N,,N,,N,,None,None,N,,N,,,,,,,5120,Y_1455
392,1967,1968,Y,15-49,Other,MW,0.4910000,0.265,,0.265,,N,,N,,N,,None,None,N,,N,,,,,,,5121,Y_1456
392,1969,1970,Y,15-49,Other,MW,0.5210000,0.232,,0.232,,N,,N,,N,,None,None,N,,N,,,,,,,5122,Y_1457
392,1971,1972,Y,15-49,Other,MW,0.5260000,0.223,,0.223,,N,,N,,N,,None,None,N,,N,,,,,,,5123,Y_1458
392,1973,1974,Y,15-49,Other,MW,0.5930000,0.23,,0.23,,N,,N,,N,,None,None,N,,N,,,,,,,5130,Y_1459
392,1975,1976,Y,15-49,Other,MW,0.6050000,0.252,,0.252,,N,,N,,N,,None,None,N,,N,,,,,,,5131,Y_1460
392,1977,1978,Y,15-49,National survey,MW,,,0.604,,,N,,N,,N,,None,None,N,,N,,,,,,,5132,Y_1461
392,1979,1980,Y,15-49,Other,MW,0.6220000,0.193,,0.193,,N,,N,,N,,None,None,N,,N,,,,,,,5133,Y_1462
426,1995,1996,Y,15-49,National survey,SA,,,0.286,,,N,,N,,N,,None,None,N,,N,,,,,,,5135,Y_1463
458,1966,1968,Y,15-49,Other,MW,0.0620000,0.025,,0.025,,N,,Y,Data pertain to Peninsular Malaysia.,N,,?,None,N,,N,,,,,,,5137,Y_1464
470,1971,1972,Y,15-49,Other,MW,0.1600000,,0.87,,,N,,N,,N,,+,None,N,,N,,,,,,,5140,Y_1465
480,1975,1976,Y,15-49,Other,EM,0.2920000,0.164,,0.164,,N,,N,,N,,?,None,N,,N,,,,,,,5141,Y_1466
104,2007.021973,2007.49585,Y,15-49,National survey,MW,0.3840000,0.026,,0.026,,N,,N,,N,,None,None,N,,N,,,,,,,5142,Y_1467
516,1989,1990,Y,15-49,National survey,MW,0.3210000,0.088,,0.088,,N,,N,,Y,,None,None,N,,N,,,,,,,5143,Y_1468
528,1969,1970,Y,15-49,Other,MW,0.4160000,0.175,,0.175,,N,,N,,N,,?,None,N,,N,,,,,,,5144,Y_1469
528,1977,1978,Y,15-49,Other,EM,0.6520000,0.078,,0.078,,N,,N,,N,,None,None,N,,N,,,,,,,5145,Y_1470
528,2008.164429,2008.583618,Y,15-49,National survey,MW,,,0.75,,,N,,N,,N,,+,None,N,,N,,,,,,,5146,Y_1471
578,1977.747925,1978.158936,Y,15-49,Other,EM,0.6520000,0.058,,0.058,,N,,N,,N,,+,None,N,,N,,,,,,,5147,Y_1472
578,1998,1999,Y,15-49,Other,SA,0.7830000,0.082,,0.082,,N,,N,,N,,+,None,N,,N,,,,,,,5148,Y_1473
578,2005,2006,Y,15-49,National survey,SA,0.8220000,0.063,,0.063,,N,,N,,N,,+,None,N,,N,,,,,,,5149,Y_1474
591,1979.747925,1980.123291,Y,15-49,Other,MW,0.5410000,0.065,,0.065,,N,,N,,N,,?,None,N,,N,,,,,,,5152,Y_1475
591,1984.498657,1985.320557,Y,15-49,Other,MW,0.5420000,0.04,,,0.164,N,,N,,N,,?,None,N,,N,,,,,,,5153,Y_1476
616,1972,1973,Y,15-49,Other,MW,0.1320000,0.468,,0.468,,N,,N,,N,,?,None,N,,N,,,,,,,5154,Y_1477
616,1977.747925,1977.830078,Y,15-49,Other,MW,0.2630000,0.488,,0.488,,N,,N,,N,,?,None,N,,N,,,,,,,5155,Y_1478
630,1968,1969,Y,15-49,Other,EM,0.5080000,0.093,,0.093,,N,,N,,N,,None,None,N,,N,,,,,,,5159,Y_1479
630,1974,1975,Y,15-49,National survey,EM,0.5500000,0.061,,0.061,,N,,N,,N,,None,None,N,,N,,,,,,,5160,Y_1480
630,1976,1977,Y,15-49,National survey,EM,0.5760000,0.07,,0.07,,N,,N,,N,,None,None,N,,N,,,,,,,5161,Y_1481
410,1965,1966,Y,15-49,Other,MW,0.1400000,0.02,,0.02,,N,,N,,N,,?,None,N,,N,,,,,,,5164,Y_1482
410,1966,1967,Y,15-49,Other,MW,0.1500000,0.05,,0.05,,N,,N,,N,,?,None,N,,N,,,,,,,5165,Y_1483
410,1976,1977,Y,15-49,National survey,MW,,,0.442,,,N,,N,,N,,?,None,N,,N,,,,,,,5171,Y_1484
144,1977,1978,Y,15-49,Other,MW,0.2690000,0.217,,0.217,,N,,N,,N,,None,None,N,,N,,,,,,,5173,Y_1485
144,1981,1983,Y,15-49,National survey,MW,0.3370000,0.14,,0.14,,N,,Y,Excluding the Northern and Eastern Province.,N,,None,None,N,,N,,,,,,,5174,Y_1486
762,2007,2008,Y,15-49,Other,MW,0.3157210,0.05565,,0.05565,,N,,N,,N,,None,None,N,,N,,,,,,,5176,Y_1487
764,2001,2002,Y,15-49,Other,MW,0.7610000,0.016,,0.016,,N,,N,,N,,None,None,N,,N,,,,,,,5178,Y_1488
764,2006,2007,Y,15-49,National survey,MW,0.7976719,0.012893874,,,0.031,N,,N,,N,,None,None,N,,N,,,,,,,5179,Y_1489
807,1970,1971,Y,15-49,National survey,AL,0.0310000,0.401,,0.401,,N,,N,,N,,?,None,N,,N,,,,,,,5180,Y_1490
626,2007,2008,Y,15-49,Other,MW,0.1580000,0.04,,0.04,,N,,N,,N,,None,None,N,,N,,,,,,,5181,Y_1491
780,1970,1972,Y,15-49,National survey,MW,,,0.44,,,N,,N,,N,,?,None,N,,N,,,,,,,5182,Y_1492
792,2008,2009,Y,15-49,National survey,MW,0.4600000,0.27,,,0.062,N,,N,,N,,None,None,Y,,N,,,,,,,5184,Y_1493
826,1989,1990,Y,15-49,Other,AL,0.6600000,0.06,,0.06,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,5185,Y_1494
826,1991,1992,Y,15-49,Other,AL,0.7000000,0.05,,0.05,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,5186,Y_1495
826,1997,1999,Y,15-49,Other,AL,0.7400000,0.06,,0.06,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,5187,Y_1496
826,1998,2000,Y,15-49,National survey,MW,0.7300000,0.09,,0.09,,N,,Y,Excluding Northern Ireland.,N,,None,None,N,,N,,,,,,,5188,Y_1497
840,1955,1956,Y,15-49,Other,MW,0.3730000,0.214,,0.214,,N,,N,,N,,+,None,N,,N,,,,,,,5191,Y_1498
840,1965,1966,Y,15-49,Other,MW,0.4910000,0.174,,0.174,,N,,N,,N,,?,None,N,,N,,,,,,,5192,Y_1499
840,1970,1971,Y,15-49,Other,MW,0.5680000,0.108,,0.108,,N,,N,,N,,?,None,N,,N,,,,,,,5193,Y_1500
